sample	strain	publication	study	study_id	year	location	lat	lon	copynumber	more_than1	presence	period
SRR189096	FR70_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.12780541281260704	331	absent	2010-2017
SRR1663537	B43	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.12729427886262418	116	absent	<2010
SRR1663572	N17	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.12697921662669864	131	absent	<2010
SRR1663547	I07	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.1269555783944273	104	absent	<2010
SRR11846555	Crimea	https://doi.org/10.1093/molbev/msaa308	PRJNA634847	Schwarz2020	1936	Crimea, Ukraine	54	34	0.12682231357770926	56	absent	<2010
SRR306616	ZL130_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-18	26	0.12652734954893227	139	absent	2010-2017
SRR189274	TZ8_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Tanzania	-9	33	0.12642674431883064	230	absent	<2010
SRR306619	RG18N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.1263615393399566	232	absent	<2010
SRR189420	ZK131_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1994	Zimbabwe	-17	29	0.12621068859198356	86	absent	<2010
SRR1663602	ZS10	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.12608393285371702	232	absent	<2010
SRR14306835	RI83-6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.12606292109169806	240	absent	<2010
DrosEu-224	UA_Pol_Pyr_1_2017-08-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.3265	32.493228	0.12579970309466712	70	absent	2017-2019
SRR1663559	I35	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.1255698298504054	45	absent	<2010
SRR5647745	DE_Mun_14_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	12	0.12544649994290283	46	absent	2010-2017
SRR189047	CO15N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.12543028434395342	200	absent	<2010
SRR1663528	B05	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.12460134749343382	47	absent	<2010
SRR1663577	N25	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.12436656389174376	136	absent	<2010
SRR1663564	N04	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.12420954664839558	47	absent	<2010
SRR1663556	I31	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.12371314377069773	45	absent	<2010
SRR1663599	ZH26	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.12369704236610712	95	absent	<2010
SRR189375	RG11N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.12340184994861254	164	absent	<2010
SRR189380	RG19_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.12325099920063948	148	absent	<2010
SRR5647772	DK_Kar_14_39	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Denmark	56	10	0.12279833276236152	46	absent	2010-2017
SRR8494441	UA_Dro_16_56	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	49	24	0.12253203151764304	70	absent	2010-2017
SRR189082	EZ25_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	8	39	0.12185896996688364	153	absent	<2010
SRR5647733	UA_Che_14_28	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30	0.12185280347150852	81	absent	2010-2017
SRR5647768	UA_Ode_14_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31	0.12172935936964714	47	absent	2010-2017
SRR8494442	FI_Ves_16_7	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	63	26	0.12172810323170036	111	absent	2010-2017
DrosEu-218	FI_Pir_Aka_1_2017-09-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Finland	61.1	23.5	0.121553614251456	93	absent	2017-2019
SRR189106	GA145_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.1207754938906018	175	absent	<2010
SRR5647750	AT_Mau_14_02	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	48	16	0.12065090784515244	47	absent	2010-2017
DrosEu-151	UA_Kie_Vys_1_2018-07-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.383359	30.367921	0.1205262076053443	0	absent	2017-2019
SRR218317	GA185_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.12013452095466484	136	absent	<2010
SRR5647729	FR_Vil_14_07	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	49	2	0.11963891743747858	46	absent	2010-2017
SRR5647748	TR_Yes_14_04	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Turkey	40	32	0.11949411899052188	47	absent	2010-2017
SRR23876578	H17	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.1191297247915953	46	absent	<2010
SRR23876575	H20	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.1191023181454836	47	absent	<2010
SRR5647764	UA_Yal_14_16	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	45	34	0.118654562064634	93	absent	2010-2017
SRR5647759	UK_Lut_14_13	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	52	-1	0.11845152449468996	101	absent	2010-2017
SRR23876584	H11	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1815	Lund, Sweden	55	13	0.11817574511819116	47	absent	<2010
SRR189408	ZS11_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1990	Zimbabwe	-18	28	0.11797704693388146	206	absent	<2010
SRR5647767	UA_Ode_14_22	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31	0.1178878611396597	55	absent	2010-2017
DrosEu-90	NL_Gro_Gro_1_2019-10-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Netherlands	53.1512	6.3034	0.11749343382436908	0	absent	2017-2019
DrosEu-175	DK_Mid_Kar_1_2018-10-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Denmark	55.945128	10.212586	0.11679011076852804	6	absent	2017-2019
SRR8494471	RS_Kal_16_29	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	43	22	0.11650987781203608	45	absent	2010-2017
SRR189260	KR7_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.11643941989265733	181	absent	<2010
SRR5647761	DE_Bro_14_15	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	8	0.11539465570400824	57	absent	2010-2017
SRR5647752	UK_She_14_09	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	53	-2	0.11525499600319744	76	absent	2010-2017
SRR5647760	UK_Mar_14_12	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	52	-1	0.1146729473564006	87	absent	2010-2017
SRR1663609	ZW177	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.11439328537170264	99	absent	<2010
SRR5647734	UA_Che_14_29	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30	0.11332122873130068	47	absent	2010-2017
SRR189046	CO14_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.11324243462372958	224	absent	<2010
SRR1663610	ZW184	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.11307445472193674	151	absent	<2010
SRR189409	ZS37_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1990	Zimbabwe	-18	28	0.11297030946671234	103	absent	<2010
SRR189421	ZK186_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1994	Zimbabwe	-17	29	0.11283030718282518	172	absent	<2010
SRR1663555	I29	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.1123103802672148	45	absent	<2010
SRR189091	FR207_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.11206623272810325	161	absent	2010-2017
SRR189117	GU2_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.11190898709603746	114	absent	<2010
DrosEu-150	UA_Kie_Vys_1_2018-08-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.383359	30.367921	0.11165970081077996	91	absent	2017-2019
SRR189283	ZO65_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-12	26	0.11127897681854516	147	absent	2010-2017
SRR189058	ED2_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	7	39	0.11099634578051844	142	absent	<2010
SRR5647775	FI_Aka_14_36	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	61	24	0.11058022153705609	47	absent	2010-2017
SRR23876571	H23	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.10998469795592096	47	absent	<2010
SRR189120	GU6_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.10832374100719425	63	absent	<2010
SRR189272	TZ10_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Tanzania	-9	33	0.1082230215827338	144	absent	<2010
SRR1663535	B38	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.10694347379239466	97	absent	<2010
SRR5647765	UA_Ode_14_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31	0.10647048075825054	47	absent	2010-2017
SRR1663530	B11	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.106397053785543	102	absent	<2010
DrosEu-167	FI_Cen_Jyv_1_2019-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	62	25	0.10636062578508622	63	absent	2017-2019
SRR1663531	B12	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.1062495146739751	77	absent	<2010
SRR14308773	spring6	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.10608518899166382	78	absent	2010-2017
SRR5647755	FR_Vil_14_05	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	49	2	0.10600970652049788	47	absent	2010-2017
SRR23876563	H10	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1815	Lund, Sweden	55	13	0.10535434509535228	47	absent	<2010
SRR306624	RG6N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.10528126070572114	186	absent	<2010
SRR5647738	UA_Var_14_25	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	33	0.10502443759278292	47	absent	2010-2017
SRR23876581	H14	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.10478805527006964	47	absent	<2010
SRR1663539	B52	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.10401884206920178	44	absent	<2010
DrosEu-103	CH_Fri_Ors_1_2020-08-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.71061	6.98713	0.1032842297590499	51	absent	2020-2021
SRR8439113	TR_Yes_15_3	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.10313166609569488	90	absent	2010-2017
SRR5647766	UA_Ode_14_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	46	31	0.10307513988808951	47	absent	2010-2017
SRR1663533	B23	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.10306509078451524	65	absent	<2010
SRR8439108	TR_Yes_15_7	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.10304796163069543	103	absent	2010-2017
SRR5647751	AT_Mau_14_01	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	48	16	0.10278131780290052	47	absent	2010-2017
SRR8439153	UK_She_15_17	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	United Kingdom	53	-2	0.10277891972136576	44	absent	2010-2017
SRR5647754	CH_Cha_14_42	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Switzerland	47	7	0.10264268585131894	46	absent	2010-2017
SRR14306844	RI80-11	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.10212618476647252	91	absent	<2010
SRR1663606	ZW142	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.10179113851775724	127	absent	<2010
SRR306633	CO9N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.10178851204750486	113	absent	<2010
SRR5647753	FR_Got_14_08	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	France	45	5	0.10164291424003652	47	absent	2010-2017
SRR189411	ZS56_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1990	Zimbabwe	-18	28	0.10123318488066688	129	absent	<2010
SRR8439107	TR_Yes_15_8	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.1012250770811922	64	absent	2010-2017
SRR189078	EZ2_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	8	39	0.09957131437706976	126	absent	<2010
SRR23876577	H18	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.09889185794221764	46	absent	<2010
SRR1663536	B42	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.09887187392942788	71	absent	<2010
SRR5647737	UA_Kyi_14_24	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30	0.09846008907159988	47	absent	2010-2017
DrosEu-149	UA_Ode_Ode_1_2018-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592	0.0984309695101062	0	absent	2017-2019
SRR189115	GU11-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.09817574511819116	127	absent	<2010
DrosEu-178	UA_Che_Var_1_2019-09-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.492583	32.714147	0.09791709489551216	0	absent	2017-2019
SRR5647756	CY_Nic_14_11	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Cyprus	35	33	0.09762144570058238	47	absent	2010-2017
SRR3590563	PA_li_12_sum	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	40	-75	0.09598800959232612	44	absent	2010-2017
SRR1663601	ZH42	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.09561436565033687	44	absent	<2010
SRR5647762	DE_Bro_14_14	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	8	0.09543473792394656	47	absent	2010-2017
SRR5647763	UA_Yal_14_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	45	34	0.095326139088729	47	absent	2010-2017
SRR8439127	AT_Mau_15_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Austria	48	16	0.0947426059152678	47	absent	2010-2017
SRR189059	ED3_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	7	39	0.09472022382094324	90	absent	<2010
SRR14308769	spring10	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.09421091698070116	107	absent	2010-2017
SRR1663538	B51	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.09385588671919608	72	absent	<2010
SRR14306825	RI79-19	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.09333287655589814	38	absent	<2010
SRR14308760	spring3	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.09329222336416582	79	absent	2010-2017
SRR11846565	Hikone-R	https://doi.org/10.1093/molbev/msaa308	PRJNA634847	Schwarz2020	1958	Japan	35	138	0.09242605915267786	85	absent	<2010
SRR14308770	spring9	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.0917944501541624	134	absent	2010-2017
SRR189248	KN73-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.0915352289596894	49	absent	<2010
SRR8439117	UA_Uma_15_9	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	49	30	0.09110700011419436	41	absent	2010-2017
SRR189407	RG9_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.09054733356172204	42	absent	<2010
SRR1663534	B28	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.09052495146739752	72	absent	<2010
SRR189264	NG1N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.09050850747973052	259	absent	<2010
SRR14308762	spring1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.09004065319173234	91	absent	2010-2017
SRR189109	GA191_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.08951307525408245	61	absent	<2010
SRR14308768	spring11	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.08939488409272582	80	absent	2010-2017
SRR189246	KN6_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.0888274523238552	56	absent	<2010
SRR1663600	ZH33	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.08852266758022154	85	absent	<2010
SRR8494426	UA_Pir_16_48	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30	0.08837695557839442	95	absent	2010-2017
SRR11846560	Harwich	https://doi.org/10.1093/molbev/msaa308	PRJNA634847	Schwarz2020	1967	Harwich, MA, USA	52	1	0.08806394884092726	86	absent	<2010
SRR5647736	UA_Kyi_14_23	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30	0.08627498001598721	81	absent	2010-2017
SRR189252	KO6-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.08605332876555899	87	absent	<2010
SRR14308761	spring2	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.08527920520726276	79	absent	2010-2017
SRR14308774	spring5	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.08484800730843896	85	absent	2010-2017
SRR189118	GU3-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.08405755395683454	109	absent	<2010
SRR306614	SP254_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	South Africa	-24	31	0.08300993490921549	42	absent	2010-2017
SRR14308767	spring12	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.08282402649309124	96	absent	2010-2017
SRR14308759	spring4	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.0825781660385977	94	absent	2010-2017
SRR1769729	ZW155	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.0818009592326139	41	absent	<2010
SRR189049	CO2_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.08168333904305128	92	absent	<2010
SRR14306837	RI83-4	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.08063971679799017	144	absent	<2010
SRR8439111	TR_Yes_15_4	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.08053831220737696	41	absent	2010-2017
SRR3590561	PA_li_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	40	-75	0.08013714742491722	46	absent	2010-2017
SRR189423	ZI91_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-17	29	0.08001998401278977	32	absent	2010-2017
SRR14306850	RI80-4	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.07985211830535571	33	absent	<2010
SRR189257	KR54-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.07942959917780061	44	absent	<2010
DrosEu-135	HU_Pes_Pil_1_2018-07-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Hungary	47.617361	18.892002	0.07911145369418751	0	absent	2017-2019
SRR1663607	ZW144	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.0790010277492292	45	absent	<2010
SRR3590557	MA_la_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	42	-72	0.07768288226561608	46	absent	2010-2017
SRR14308772	spring7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.07701313235126185	44	absent	2010-2017
SRR14308771	spring8	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Kapun2021	2014	Providence, USA	42	-71	0.07631392029233755	44	absent	2010-2017
SRR23876562	H9	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1850	Passau, Germany	49	13	0.07546739751056299	46	absent	<2010
SRR189259	KR68-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.07541292680141601	53	absent	<2010
SRR189424	ZI261_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-17	29	0.07513634806440561	103	absent	2010-2017
SRR8439155	UA_Ode_15_11	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31	0.07489151535914125	40	absent	2010-2017
SRR8439159	RU_tul_15_37	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	54	38	0.07457028662784058	39	absent	2010-2017
SRR14306843	RI80-13	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1980	Providence, USA	42	-71	0.07451581591869362	55	absent	<2010
SRR189090	FR180_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	France	46	5	0.07357428343039854	45	absent	2010-2017
SRR14297456	RI79-7	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.07323021582733813	44	absent	<2010
SRR14306839	RI83-2	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1983	Providence, USA	42	-71	0.07315598949411899	36	absent	<2010
ERR6474638	Oregon-R	https://doi.org/10.1093/gbe/evab239	PRJNA308584	Burny2021	1925	NA	NA	NA	0.07297225077081192	65	absent	<2010
SRR1525698	ME_bo_09_fall.r1	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2009	USA	44	-70	0.07272730387118877	43	absent	<2010
SRR8439145	UA_Ode_15_20	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	46	31	0.07128354459289711	42	absent	2010-2017
SRR1525695	GA_ha_08_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2008	USA	31	-83	0.07002432339842413	40	absent	<2010
SRR8439151	SE_Lun_15_15	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Sweden	56	13	0.06952689277149708	41	absent	2010-2017
SRR3590551	VA_ch_12_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	38	-78	0.06816992120589244	44	absent	2010-2017
SRR13257684	RI75-1	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1975	Providence, USA	42	-71	0.06739077309580907	9	absent	<2010
SRR11460801	Pi2	https://doi.org/10.1093/molbev/msaa308	PRJNA634847	Schwarz2020	1975	NA	NA	NA	0.06733299075025694	80	absent	<2010
SRR8439109	TR_Yes_15_6	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Turkey	40	32	0.0669385634349663	45	absent	2010-2017
SRR14306842	RI79-11	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.06611042594495832	40	absent	<2010
SRR8439156	SE_Lun_15_14	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Sweden	56	13	0.0654910357428343	42	absent	2010-2017
SRR8439141	RU_Ale_15_55	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Russia	56	39	0.06403380153020441	88	absent	2010-2017
SRR14306828	RI79-15	https://doi.org/10.1093/molbev/msab368	PRJNA685394	Lange2021	1979	Providence, USA	42	-71	0.0639739636861939	90	absent	<2010
