sample	strain	publication	study	study_id	year	location	lat	lon
DrosEu-45	TR_Ank_Yes_1_2021-08-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231447	32.260331
DrosEu-46	TR_Ank_Yes_1_2021-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231448	32.260332
DrosEu-47	TR_Ank_Yes_1_2021-10-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231449	32.260333
DrosEu-72	UA_Che_Dmy_1_2021-07-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	48.788833	30.279833
DrosEu-221	UA_Che_Uma_1_2017-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	48.76224	30.244566
DrosEu-220	UA_Che_Uma_1_2017-10-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	48.76224	30.244566
DrosEu-153	UA_Che_Uma_1_2018-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	48.76224	30.244566
DrosEu-184	UA_Che_Uma_1_2019-08-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.769055	30.173227
DrosEu-143	UA_Che_Uma_1_2019-10-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.76224	30.244566
DrosEu-140	UA_Che_Uma_1_2019-10-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	48.769055	30.173227
DrosEu-128	UA_Che_Uma_1_2020-08-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	48.76224	30.244566
DrosEu-130	UA_Che_Uma_1_2020-09-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	48.76224	30.244566
DrosEu-65	UA_Che_Uma_1_2021-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	48.769055	30.173227
DrosEu-230	UA_Che_Var_1_2018-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.48469444	32.71425
DrosEu-178	UA_Che_Var_1_2019-09-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.492583	32.714147
DrosEu-123	UA_Che_Var_1_2020-10-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.492583	32.714147
DrosEu-64	UA_Che_Var_1_2021-09-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.492583	32.714147
DrosEu-68	UA_Don_Mar_1_2021-08-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	47.124453	37.690053
DrosEu-67	UA_Don_Mar_2_2021-08-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	47.10500532	37.66617511
DrosEu-85	UA_Don_Roz_1_2021-08-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	48.690794	37.005189
DrosEu-154	UA_Kha_Kha_1_2018-09-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	49.990083	36.230678
DrosEu-66	UA_Kha_Kha_1_2021-08-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	49.990083	36.230678
DrosEu-176	UA_Kie_Cho_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	51.375003	30.139258
DrosEu-70	UA_Kie_Hle_1_2021-08-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.284972	30.331972
DrosEu-69	UA_Kie_Kho_1_2021-08-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.58886	30.57138
DrosEu-181	UA_Kie_Kop_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	51.351861	30.126111
DrosEu-133	UA_Kie_Kyi_1_2020-09-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.37875	30.475091
DrosEu-226	UA_Kie_Vys_1_2017-08-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921
DrosEu-227	UA_Kie_Vys_1_2017-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921
DrosEu-222	UA_Kie_Vys_1_2017-09-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921
DrosEu-219	UA_Kie_Vys_1_2017-10-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.383359	30.367921
DrosEu-151	UA_Kie_Vys_1_2018-07-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.383359	30.367921
DrosEu-150	UA_Kie_Vys_1_2018-08-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.383359	30.367921
DrosEu-152	UA_Kie_Vys_1_2018-09-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	50.383359	30.367921
DrosEu-179	UA_Kie_Vys_1_2019-08-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.383359	30.367921
DrosEu-180	UA_Kie_Vys_1_2019-09-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.383359	30.367921
DrosEu-126	UA_Kie_Vys_1_2020-08-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.383359	30.367921
DrosEu-129	UA_Kie_Vys_1_2020-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.383359	30.367921
DrosEu-122	UA_Kie_Vys_1_2020-10-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.383359	30.367921
DrosEu-80	UA_Kie_Vys_1_2021-08-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.383359	30.367921
DrosEu-104	UA_Kie_Vys_1_2021-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.383359	30.367921
DrosEu-81	UA_Myk_Ryb_1_2021-07-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	46.616779	31.355456
DrosEu-229	UA_Ode_Ode_1_2017-08-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	46.441227	30.771592
DrosEu-223	UA_Ode_Ode_1_2017-09-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	46.441227	30.771592
DrosEu-149	UA_Ode_Ode_1_2018-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592
DrosEu-147	UA_Ode_Ode_1_2018-08-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592
DrosEu-148	UA_Ode_Ode_1_2018-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Ukraine	46.441227	30.771592
DrosEu-138	UA_Ode_Ode_1_2019-06-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	46.441227	30.771592
DrosEu-177	UA_Ode_Ode_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	46.441227	30.771592
DrosEu-125	UA_Ode_Ode_1_2020-08-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.441227	30.771592
DrosEu-132	UA_Ode_Ode_1_2020-09-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.391972	30.68125
DrosEu-131	UA_Ode_Ode_1_2020-09-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.441227	30.771592
DrosEu-124	UA_Ode_Ode_1_2020-10-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	46.441227	30.771592
DrosEu-86	UA_Ode_Ode_1_2021-11-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	46.391972	30.68125
DrosEu-224	UA_Pol_Pyr_1_2017-08-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.3265	32.493228
DrosEu-225	UA_Pol_Pyr_1_2017-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.3265	32.493228
DrosEu-182	UA_Pol_Pyr_1_2019-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.3265	32.493228
DrosEu-183	UA_Pol_Pyr_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.3265	32.493228
DrosEu-82	UA_Pol_Pyr_1_2021-07-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Ukraine	50.3265	32.493228
DrosEu-141	UA_Vol_Lut_1_2019-08-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.747778	25.324444
DrosEu-142	UA_Zap_Zap_1_2019-06-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	47.803529	35.202091
DrosEu-238	US_Vir_Cha_1_2019-06-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	USA	37.979	-78.4897
DrosEu-239	US_Vir_Cha_1_2019-08-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	USA	37.979	-78.4897
DrosEu-240	US_Vir_Cha_1_2019-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	USA	37.979	-78.4897
DrosEu-245	US_Vir_Cha_1_2020-07-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	USA	37.979	-78.4897
DrosEu-248	US_Vir_Cha_1_2020-08-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	USA	37.979	-78.4897
DrosEu-251	US_Vir_Cha_1_2020-09-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	USA	37.979	-78.4897
DrosEu-242	US_Vir_Cha_1_2021-10-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	USA	37.979	-78.4897
Girardot	CO_Tol_Gir_1_2019-04-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Colombia	4.489722	-75.31167
La_vega	CO_Cun_LaV_1_2019-02-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Colombia	4.995972	-74.36419
Los_Arbustos	CO_Cun_Tab_1_2019-12-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Colombia	4.967111	-74.08389
Melgar	CO_Tol_Mel_1_2019-06-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Colombia	4.203889	-74.64278
Minca	CO_Mag_Sie_1_2019-07-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Colombia	11.14361	-74.11778
Santa_Maria	BR_Rio_San_1_2020-01-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Brazil	-29.67833	-53.69
USP_Sao_Paulo	BR_Sao_USP_1_2019-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Brazil	-23.99472	-46.2525
