sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
DE_Bay_Mun_1_2017-06-20	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	20	20	6	6	2017	171	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-231	FALSE	4.8	Fail	DIN	Fail	79023794	0.008432444	0.554508	0.365742045	4.269699697	51.00943753	0.015336883	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2017-09-03	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	3	3	9	9	2017	246	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-232	FALSE	5.8	Fail	DIN	Pass	NA	0.008955768	0.595521	0.361882088	4.097534947	46.10304823	0.006184838	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2018-06-25	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	25	25	6	6	2018	176	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-144	TRUE	3.9	Fail	DIN	No sequencing	NA	0.008201647	0.446699	0.328208534	3.860577551	21.9908037	0.017899824	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2018-09-09	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	9	9	9	9	2018	252	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-145	FALSE	5.7	Fail	DIN	Fail	82710116	0.034479743	0.607776	0.35772452	4.161787119	45.9228837	0.010181881	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2019-06-22	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	22	22	6	6	2019	173	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Jonh Parsch	NA	NA	DrosEu-91	FALSE	6.6	Hold	DIN	Pass	60137378	0.007783665	0.224138	0.362671882	3.974281359	37.87518909	0.002223222	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2019-09-02	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	2	2	9	9	2019	245	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Jonh Parsch	NA	NA	DrosEu-94	FALSE	6.8	Hold	DIN	Pass	70308422	0.007928865	0.228865	0.375443399	3.991669007	42.96678717	0.001765086	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2020-06-25	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	25	25	6	6	2020	177	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-92	TRUE	2.8	Fail	DIN	No sequencing	NA	0.008541698	0.476727	0.329464686	3.813981076	24.66411613	0.005920342	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2020-09-05	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	5	5	9	9	2020	249	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-95	FALSE	6.8	Hold	DIN	Pass	62311364	0.009032847	0.208469	0.371753757	4.017826038	39.54608801	0.00181022	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2021-06-25	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	25	25	6	6	2021	176	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-93	FALSE	5.2	Fail	DIN	Pass	NA	0.007900667	0.395594	0.354884305	3.894426838	34.77306063	0.00300846	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Mun_1_2021-09-04	NA	DE_Bay_Mun	48.18	11.61	Europe	Germany	Munich	Bayern	4	4	9	9	2021	247	TRUE	NA	BR-1	TR-1	NA	NA	Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	John Parsch	NA	NA	DrosEu-96	TRUE	4.5	Fail	DIN	No sequencing	NA	0.008171094	0.403549	0.332040159	3.765966425	28.35134457	0.006104761	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Wue_1_2020-07-18	NA	DE_Bay_Wue	49.780082	9.974293	Europe	Germany	Wuerzburg	Bayern	8	29	7	7	2020	200	FALSE	NA	BR-1	TR-1	NA	NA	Apples + yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Christian Wegener; Susanne Kluhspies	NA	NA	DrosEu-105	FALSE	6.2	Hold	DIN	Pass	68017570	0.009030372	0.461945	0.361683488	4.102502309	46.48359589	0.007501008	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Wue_1_2020-09-23	NA	DE_Bay_Wue	49.778659	9.975929	Europe	Germany	Wuerzburg	Bayern	23	23	9	9	2020	267	TRUE	NA	BR-1	TR-1	NA	NA	Grapes	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Christian Wegener; Susanne Kluhspies	NA	NA	DrosEu-106	FALSE	6.4	Hold	DIN	Pass	67361446	0.012348393	0.223003	0.356028033	3.958468318	41.97554157	0.00321763	Pass	NA	NA	2	3	2	7	Grape
DE_Bay_Wue_1_2021-07-27	NA	DE_Bay_Wue	49.778659	9.975929	Europe	Germany	Wuerzburg	Bayern	20	4	7	8	2021	208	FALSE	NA	BR-1	TR-1	NA	NA	Apples + yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Christian Wegener; Susanne Kluhspies	NA	NA	DrosEu-49	FALSE	5	Fail	DIN	Pass	NA	0.106226012	0.301719	0.308317651	4.67476013	27.73410394	0.007592733	Pass	NA	NA	2	3	2	2	Apple_Yeast
DE_Bay_Wue_1_2021-10-18	NA	DE_Bay_Wue	49.780082	9.974293	Europe	Germany	Wuerzburg	Bayern	18	18	10	10	2021	291	TRUE	NA	BR-1	TR-1	NA	NA	Grapes	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Christian Wegener; Susanne Kluhspies	NA	NA	DrosEu-48	FALSE	6.7	Hold	DIN	Pass	NA	0.06003775	0.202745	0.36141607	4.000694316	43.53775485	0.004386265	Pass	NA	NA	2	3	2	2	Grape
DE_Bra_Ber_1_2021-07-24	NA	DE_Bra_Ber	52.69907	13.07596	Europe	Germany	Berlin	Brandenburg	24	24	7	7	2021	205	TRUE	NA	BR-1	TR-1	NA	Oberkramer - SL Gartenbau	Banana+Yeast; Apple+Yeast	1	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Bengisu Subasi	NA	NA	DrosEu-78	FALSE	6.7	Hold	DIN	Pass	68601750	0.7985991	0.221761	0.285605468	3.970997366	9.042591406	0.10263802	High Contamination	NA	NA	NA	NA	NA	NA	Apple_Banana_Yeast
DE_Bra_Ber_2_2021-07-24	NA	DE_Bra_Ber	52.38012	12.86791	Europe	Germany	Berlin	Brandenburg	24	24	7	7	2021	205	TRUE	NA	BR-1	TR-1	NA	Obsthof Lindecke	Banana+Yeast; Apple+Yeast	2	40	Wild flies	pooled	Fly trap	NovaSeq6000	DrosEU_3	Bengisu Subasi	NA	NA	DrosEu-97	FALSE	6.5	Hold	DIN	Pass	NA	0.0370692	0.259126	0.365310664	4.020982443	45.52712316	0.002896837	Pass	NA	NA	2	3	2	7	Apple_Banana_Yeast
DK_Mid_Kar_1_2014-09-01	DK_Kar_14_39	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	1	1	9	9	2014	244	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Mads_Fristrup_Schou	SRR5647772	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008425919	0.074359	0.432219742	4.691541194	47.35536483	0.039527343	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2014-11-25	DK_Kar_14_41	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	25	25	11	11	2014	329	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Mads_Fristrup_Schou	SRR5647771	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008251134	0.05262	0.437272539	4.698874449	39.6436878	0.043742778	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2016-06-08	DK_Kar_16_2	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	8	8	6	6	2016	160	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Mads_Fristrup_Schou	SRR8494440	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008291118	0.183906	0.338033198	4.22914408	74.77801384	0.05405812	Pass	NA	NA	2	3	2	2	NA
DK_Mid_Kar_1_2016-09-15	DK_Kar_16_3	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	15	15	9	9	2016	259	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Mads_Fristrup_Schou	SRR8494438	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008202002	0.181534	0.351479618	4.258541507	67.5722144	0.039660319	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2016-11-22	DK_Kar_16_4	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	22	22	11	11	2016	327	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Mads_Fristrup_Schou	SRR8494437	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008245911	0.188415	0.353051617	4.294400085	77.9446512	0.04727392	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2017-08-08	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	8	8	8	8	2017	220	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Mads F. Schou	NA	NA	DrosEu-234	FALSE	6.5	Hold	DIN	Pass	NA	0.007645841	0.263638	0.368506931	4.030437793	45.90778482	0.004507593	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2018-06-30	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	26	4	6	7	2018	181	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	39	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Trine Bech Sogaard	NA	NA	DrosEu-174	FALSE	6.2	Hold	DIN	Pass	NA	0.032023239	0.335528	0.358322059	4.027716462	42.73382117	0.004705116	Pass	NA	NA	2	3	2	2	NA
DK_Mid_Kar_1_2018-10-05	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	5	5	10	10	2018	278	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Mads F. Schou	NA	NA	DrosEu-175	FALSE	6.4	Hold	DIN	Pass	NA	0.00771385	0.327126	0.358842892	3.935255282	38.40868923	0.005035615	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2019-07-09	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	9	9	7	7	2019	190	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Trine Bech Sogaard	NA	NA	DrosEu-168	FALSE	6.7	Hold	DIN	Pass	NA	0.007825415	0.345075	0.363681054	3.999217566	36.668719	0.003281691	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2019-10-01	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	1	1	10	10	2019	274	TRUE	NA	BR-1	TR-1	NA	NA	NA	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Mads F. Schou	NA	NA	DrosEu-237	FALSE	6.5	Hold	DIN	Pass	70108250	0.007635009	0.265832	0.356136775	3.83384805	42.22064631	0.006666269	Pass	NA	NA	2	3	2	2	NA
DK_Mid_Kar_1_2020-07-31	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	31	31	7	7	2020	213	TRUE	NA	BR-1	TR-1	NA	NA	?	1	35	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Jesper G. Sorensen	NA	NA	DrosEu-114	FALSE	6.7	Hold	DIN	Pass	60865696	0.007524907	0.211986	0.359251849	3.934447949	38.75633212	0.003390401	Pass	NA	NA	2	3	2	7	NA
DK_Mid_Kar_1_2020-10-31	NA	DK_Mid_Kar	55.945128	10.212586	Europe	Denmark	Karensminde	Midtjylland	31	31	10	10	2020	305	TRUE	NA	BR-1	TR-1	NA	NA	?	1	40	Wild flies	pooled	Sweep netting	NovaSeq6000	DrosEU_3	Jesper G. Sorensen	NA	NA	DrosEu-115	FALSE	6	Hold	DIN	Pass	NA	0.007634149	0.283003	0.352891546	3.981592117	43.57334749	0.007435006	Pass	NA	NA	2	3	2	7	NA
EC_Pic_Con_1_2019-06-26	NA	EC_Pic_Con	-0.288806	-78.494472	South_America	Ecuador	Conocotoco	Pichincha	22	30	6	6	2019	177	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	40	NA	NA	NA	NovaSeq6000	DrosEU_3_sa	Doris Vela	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007991748	0.114119	0.337442805	4.296994077	59.32832059	0.032131163	Pass	NA	NA	4	4	3	4	NA
EG_Al_Cai_1_2011-01-16	EG	EG_Al_Cai	30.1	31.32	Africa	Egypt	Cairo	Al Qahirah	1	31	1	1	2011	16	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	29	NA	inbred_line	NA	NA	dgn	R._Corbett-Detig	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	2	3	2	7	NA
ES_Ciu_Tom_1_2021-10-07	NA	ES_Bal_Tom	39.1689	-2.9849	Europe	Spain	Tomelloso	Ciudad Real	7	7	10	10	2021	280	TRUE	NA	BR-1	TR-1	NA	NA	Melon	1	32	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez	NA	NA	DrosEu-17	FALSE	6.4	Hold	DIN	Pass	NA	0.16858045	0.225743	0.34821896	4.141575183	38.77370599	0.005245756	High Contamination	NA	NA	NA	NA	NA	NA	Melon
ES_Bar_Bar_1_2012-07-13	ES_ba_12_spring	ES_Bar_Bar	41.38	2.17	Europe	Spain	Barcelona	Barcelona	13	13	7	7	2012	195	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	55	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	J._Gonzalez	SRR3590549	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012367973	0.010798	0.319548062	3.928549467	32.26592382	0.048509044	Pass	NA	NA	3	3	2	2	NA
ES_Bar_Bar_1_2012-10-16	ES_ba_12_fall	ES_Bar_Bar	41.38	2.17	Europe	Spain	Barcelona	Barcelona	1	30	10	10	2012	290	FALSE	fall	BR-1	TR-1	NA	NA	NA	1	29	wild	pooled	NA	Illumina HiSeq 2000	DrosRTEC	J._Gonzalez	SRR3590548	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.012098611	0.008705	0.333759382	4.083287569	48.83350953	0.043751999	Pass	NA	NA	3	3	2	2	NA
ES_Ciu_Man_1_2020-08-10	NA	ES_Ciu_Man	38.97072081	-3.407212046	Europe	Spain	Manzanares	Ciudad Real	10	10	8	8	2020	223	TRUE	NA	BR-1	TR-1	NA	NA	Melon	1	30	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Jose Luis Olmo	NA	NA	DrosEu-14	FALSE	6.1	Hold	DIN	Pass	NA	0.050748622	0.21699	0.359943058	4.098470666	42.32478772	0.003261308	Pass	NA	NA	2	3	2	2	Melon
ES_Ciu_Tom_1_2015-09-17	ES_Tom_15_29	ES_Ciu_Tom	39.15805	-3.021	Europe	Spain	Tomelloso	Ciudad Real	17	17	9	9	2015	260	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Roberto_Torres_and_Josefa_Gonz������lez	SRR8439137	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.035395114	0.127369	0.394832573	4.372488543	69.92230132	0.008469209	Pass	NA	NA	2	3	2	2	NA
ES_Ciu_Tom_1_2015-10-08	ES_Tom_15_28	ES_Ciu_Tom	39.15805	-3.021	Europe	Spain	Tomelloso	Ciudad Real	8	8	10	10	2015	281	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Roberto_Torres_and_Josefa_Gonz������lez	SRR8439136	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008192799	0.164609	0.365915422	4.184521086	40.71896765	0.007191863	Pass	NA	NA	2	3	2	2	NA
ES_Ciu_Tom_1_2016-09-02	ES_Tom_16_36	ES_Ciu_Tom	39.152529	-3.0616048	Europe	Spain	Tomelloso	Ciudad Real	2	2	9	9	2016	246	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Vivien_Horvath;_Miriam_Merenciano	SRR8494461	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.061713671	0.188266	0.370578871	4.565304611	68.42483032	0.037738962	Pass	NA	NA	2	3	2	2	NA
ES_Ciu_Tom_1_2016-10-11	ES_Tom_16_37	ES_Ciu_Tom	39.152529	-3.0616048	Europe	Spain	Tomelloso	Ciudad Real	11	11	10	10	2016	285	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Josefa_Gonzalez_and_IES_Eladio_Caba������ero	SRR8494460	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.00859778	0.191609	0.353043151	4.424718337	54.15399512	0.040413041	Pass	NA	NA	2	3	2	2	NA
ES_Ciu_Tom_1_2017-10-04	NA	ES_Ciu_Tom	39.1567614	-3.0497293	Europe	Spain	Tomelloso	Ciudad Real	4	4	10	10	2017	277	TRUE	NA	BR-1	TR-1	NA	NA	Water melon	1	40	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Miriam Merenciano; Maria Bogaerts-Marquez; Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez	NA	NA	DrosEu-1	FALSE	6.7	Hold	DIN	Pass	NA	0.015418078	0.197323	0.348792548	4.044774874	38.54812834	0.005390379	Pass	NA	NA	2	3	2	2	Watermelon
ES_Ciu_Tom_1_2018-10-03	NA	ES_Ciu_Tom	39.17	-2.97	Europe	Spain	Tomelloso	Ciudad Real	3	3	10	10	2018	276	TRUE	NA	BR-1	TR-1	NA	NA	Melon	1	40	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez	NA	NA	DrosEu-12	FALSE	6.6	Hold	DIN	Pass	NA	0.288959074	0.173087	0.322826112	3.714664993	28.1118428	0.004424605	High Contamination	NA	NA	NA	NA	NA	NA	Melon
ES_Ciu_Tom_1_2020-09-30	NA	ES_Ciu_Tom	39.1567614	-3.0497293	Europe	Spain	Tomelloso	Ciudad Real	29	30	9	9	2020	274	FALSE	NA	BR-1	TR-1	NA	NA	Melon	1	40	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Antonio J Buendia-Ruiz; Maria Josefa Gomez-Julian; Maria Luisa Espinosa-Jimenez	NA	NA	DrosEu-16	FALSE	5	Fail	DIN	Pass	NA	0.03219138	0.247369	0.328007653	3.923244019	29.65125772	0.006157175	Pass	NA	NA	2	3	2	2	Melon
ES_Gra_Ben_1_2016-10-08	ES_Ben_16_32	ES_Gra_Ben	37.353733	-3.167179	Europe	Spain	Benalua	Granada	8	8	10	10	2016	282	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Josefa_Gonzalez_and_IES_Jose_de_Mora	SRR8494475	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.040216273	0.167168	0.359308825	4.472902652	49.40603969	0.031973921	Pass	NA	NA	2	3	2	2	NA
ES_Gra_Ben_1_2017-10-05	NA	ES_Gra_Ben	37.363279	-3.168799	Europe	Spain	Benalua	Granada	5	5	10	10	2017	278	TRUE	NA	BR-1	TR-1	NA	NA	Peach	1	40	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Miriam Merenciano; Maria Bogaerts-Marquez; Silvana Castillo	NA	NA	DrosEu-4	FALSE	6.4	Hold	DIN	Pass	NA	0.008299928	0.2092	0.352689446	4.0533858	36.74634707	0.004342587	Pass	NA	NA	2	3	2	2	Peach
ES_Gra_Cor_1_2015-08-08	ES_Cor_15_33	ES_Gra_Cor	37.661547	-2.79631	Europe	Spain	Cortes de Baza	Granada	8	8	8	8	2015	220	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Lain_Guio_and_Anna__Ullastres_(Gonzalez_lab)	SRR8439163	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.045549811	0.179755	0.385424543	4.255706583	49.26899444	0.006636179	Pass	NA	NA	2	3	2	2	NA
ES_Gra_Cor_1_2017-07-28	NA	ES_Gra_Cor	37.66177326	-2.796235346	Europe	Spain	Cortes de Baza	Granada	28	28	7	7	2017	209	TRUE	NA	BR-1	TR-1	NA	NA	Peach	1	40	Wild flies	pooled	Aspirator	NovaSeq6000	DrosEU_3	Miriam Merenciano and Maria Bogaerts-Marquez	NA	NA	DrosEu-2	FALSE	6.4	Hold	DIN	Pass	NA	0.109703834	0.220998	0.324705128	3.745699227	28.64015643	0.006705579	Pass	NA	NA	2	3	2	2	Peach
ES_Gra_Gua_1_2015-09-12	ES_Gua_15_32	ES_Gra_Gua	37.3308	-3.173416	Europe	Spain	Guadix	Granada	12	12	9	9	2015	255	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Anna_Ullastres_and_Miriam_Merenciano_(Gonzalez_lab)	SRR8439164	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.035396069	0.148398	0.388295939	4.296906398	54.11517728	0.004999216	Pass	NA	NA	2	3	2	2	NA
ES_Gra_Pur_1_2016-08-30	ES_Pur_16_35	ES_Gra_Pur	37.3377875	-3.1786148	Europe	Spain	Purullena	Granada	30	30	8	8	2016	243	TRUE	spring	BR-1	TR-1	NA	El Bejar�n (Guadix)	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Vivien_Horvath;_Miriam_Merenciano	SRR8494462	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.277748006	0.152584	0.346218729	4.441946373	45.6370786	0.044011156	High Contamination	NA	NA	NA	NA	NA	NA	NA
ES_Ler_Gim_1_2014-08-13	ES_Gim_14_35	ES_Ler_Gim	41.6175899	0.6200146	Europe	Spain	Gimenells	Lerida	13	13	8	8	2014	225	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Lain_Guio	SRR5647776	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.217394932	0.062319	0.403335739	4.715058561	42.40472382	0.055533474	High Contamination	NA	NA	NA	NA	NA	NA	NA
ES_Ler_Gim_1_2014-10-20	ES_Gim_14_34	ES_Ler_Gim	41.6175899	0.6200146	Europe	Spain	Gimenells	Lerida	20	20	10	10	2014	293	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	NextSeq 500	DrosEU	Lain_Guio	SRR5647769	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.182946095	0.05307	0.419609812	4.767919849	42.06542682	0.055324304	High Contamination	NA	NA	NA	NA	NA	NA	NA
ES_Ler_Gim_1_2015-06-28	ES_Gim_15_30	ES_Ler_Gim	41.656416	0.388472	Europe	Spain	Gimenells	Lerida	28	28	6	6	2015	179	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Marta_Pascual	SRR8439138	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008505575	0.141249	0.386668655	4.318730967	62.48964694	0.007955747	Pass	NA	NA	2	3	2	2	NA
ES_Ler_Gim_1_2015-10-22	ES_Gim_15_31	ES_Ler_Gim	41.656416	0.388472	Europe	Spain	Gimenells	Lerida	22	22	10	10	2015	295	TRUE	fall	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Maria_Pilar_Garcia-Guerreiro	SRR8439168	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.008457507	0.123255	0.368490476	4.168909779	44.57993048	0.008412913	Pass	NA	NA	2	3	2	2	NA
ES_Ler_Gim_1_2016-08-25	ES_Gim_16_33	ES_Ler_Gim	41.656416	0.388472	Europe	Spain	Gimenells	Lerida	25	25	8	8	2016	238	TRUE	spring	BR-1	TR-1	NA	NA	NA	1	40	wild	pooled	NA	HiSeq X Ten	DrosEU	Pilar_GARCIA_GUERREIRO	SRR8494470	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	0.701468216	0.179768	0.311217353	4.352645519	20.97070974	0.04454209	High Contamination	NA	NA	NA	NA	NA	NA	NA
